event_type,x,y,x2,y2,team,opponent,match_id,phase,player,receiver,outcome,shot_result,body_part,minute,second,period,shirt_number,sequence_id
pass,36.07892650563149,18.912354442264068,51.67195528975412,22.00391513788121,Zamalek,Rivals FC,M2,build-up,Kahraba,,successful,,right foot,46,37,2,6,
block,58.13015714967861,86.6440989524705,62.979872414208074,89.47743642872162,Zamalek,Rivals FC,M2,final-third,Zizo,,unsuccessful,,right foot,65,55,1,6,S3
tackle,39.709591870550106,94.31789621994699,54.39434715136345,99.32637557230115,Al Ahly,Rivals FC,M2,progression,Dieng,Zizo,successful,,left foot,16,50,2,5,S1
pass,69.51447095873408,20.257419220891414,69.02378869602049,9.771689468880403,Zamalek,Rivals FC,M2,final-third,Marwan,Salah,successful,,left foot,64,28,1,7,S2
pass,93.6230961623582,27.636823928825915,85.96045143537178,7.142082451785022,Al Ahly,Rivals FC,M3,progression,Marwan,Zizo,successful,,head,20,19,2,26,S1
interception,1.499768528012968,56.9959680267275,13.67591789842983,69.41816579094322,Al Ahly,Rivals FC,M2,final-third,,Marwan,unsuccessful,,left foot,17,6,1,10,S2
tackle,61.86764551109537,29.37683994318052,72.4720403922747,31.873226683340242,Zamalek,Rivals FC,M1,final-third,,Zizo,successful,,right foot,70,57,2,17,
shot,71.21399122830432,5.9247711900716205,99.8048162053199,18.96580330602687,Zamalek,Rivals FC,M2,progression,Marwan,Marwan,successful,Saved,right foot,3,44,2,2,
tackle,2.4106988526820916,53.71268791092135,6.752433475027198,52.914251009377665,Zamalek,Rivals FC,M1,final-third,,,successful,,right foot,16,47,1,3,S1
carry,45.85271429847315,13.42706691506229,71.3310118465647,22.007718547739277,Al Ahly,Rivals FC,M1,final-third,Dieng,Zizo,successful,,right foot,43,45,2,10,S2
carry,80.6677480285599,55.37844971648218,92.91688371075139,48.70065514147379,Al Ahly,Rivals FC,M2,build-up,Salah,Salah,unsuccessful,,head,30,23,1,24,S3
pass,68.40857125018518,18.662553102865875,95.64927642820247,18.191478771943483,Zamalek,Rivals FC,M3,progression,Kahraba,Salah,successful,,right foot,37,6,2,23,
pass,38.323982042681074,64.32465951304029,46.05394294287369,61.97243253665371,Zamalek,Rivals FC,M2,progression,Zizo,Marwan,successful,,left foot,78,27,1,18,
tackle,34.1389297593814,80.99349586027793,61.019839343459395,85.0115122930901,Al Ahly,Rivals FC,M2,progression,Dieng,,successful,,right foot,6,22,2,28,S3
pass,3.252337802831573,13.243551839583178,13.844399186250698,29.451503452671588,Al Ahly,Rivals FC,M3,progression,Dieng,Marwan,unsuccessful,,head,84,18,2,4,S2
pass,50.03828149958125,93.137238936024,62.76495787224319,100.0,Al Ahly,Rivals FC,M1,final-third,Kahraba,Marwan,unsuccessful,,right foot,77,25,1,3,
pass,82.04853003171029,69.31775383555433,100.0,34.582906530780406,Al Ahly,Rivals FC,M1,progression,Kahraba,,successful,,right foot,6,26,2,7,S1
carry,82.48818359668877,65.91102766761855,75.42953233877869,64.28363113529177,Zamalek,Rivals FC,M1,progression,Zizo,Zizo,successful,,right foot,31,43,1,5,S3
dribble,71.35167015621028,65.2880114121853,71.574336220474,64.99844137627022,Zamalek,Rivals FC,M3,build-up,Salah,Salah,successful,,right foot,22,1,1,19,S1
carry,49.47909852750445,27.36947134150206,79.74199528936205,36.545461847283,Zamalek,Rivals FC,M1,final-third,Zizo,Zizo,unsuccessful,,left foot,83,25,1,8,S1
interception,24.615276122713205,6.7737149689579335,20.270695143943577,8.072080658862266,Al Ahly,Rivals FC,M3,final-third,,Zizo,unsuccessful,,right foot,64,10,1,16,S2
shot,74.12090144892633,67.76896749770214,34.28415454697356,59.0690737264385,Zamalek,Rivals FC,M1,final-third,Salah,Salah,successful,Saved,head,68,32,1,11,
dribble,17.26212500319321,38.0159244547572,34.16259492586063,28.32110826416989,Al Ahly,Rivals FC,M2,final-third,Dieng,Marwan,successful,,head,64,11,2,17,
dribble,32.945450943217395,88.11506790154515,59.35766307690936,83.75161632186888,Al Ahly,Rivals FC,M2,build-up,Zizo,Salah,successful,,left foot,16,24,2,11,S1
carry,0.6187741386307621,22.665414393903994,6.650916936045185,13.894267124508984,Al Ahly,Rivals FC,M2,progression,Kahraba,Zizo,successful,,right foot,94,1,1,2,
pass,45.37661592285933,74.10071788827584,58.00633365251089,90.63460563815462,Al Ahly,Rivals FC,M2,final-third,Salah,,successful,,head,37,23,1,13,S2
pass,78.26631929135237,73.10489998247654,77.85137359021431,79.90945135204373,Al Ahly,Rivals FC,M2,progression,Dieng,,unsuccessful,,right foot,29,1,1,11,
shot,87.0872441093765,72.34724037699361,40.388099919964816,72.65852344001408,Zamalek,Rivals FC,M2,progression,,Marwan,successful,Saved,right foot,56,36,2,24,S1
pass,85.46022314800604,61.50663956722785,100.0,72.67614241219869,Al Ahly,Rivals FC,M3,build-up,,Marwan,successful,,head,5,38,2,29,
pass,55.69790357357663,27.290863415452804,70.39422208222601,52.53178752438955,Al Ahly,Rivals FC,M3,final-third,Zizo,,successful,,right foot,57,54,1,5,S1
shot,72.99902589838308,95.41486907109959,89.430180187571,92.6217997487521,Al Ahly,Rivals FC,M2,progression,Dieng,Salah,unsuccessful,Saved,right foot,32,36,1,11,
cross,99.58924544824139,29.668681271230255,100.0,29.002781590811946,Al Ahly,Rivals FC,M1,progression,Dieng,Zizo,successful,,right foot,92,30,1,8,
pass,10.518708339154792,28.98844979145402,23.290589038582148,25.123377072025036,Al Ahly,Rivals FC,M2,build-up,Kahraba,Salah,unsuccessful,,right foot,31,22,2,17,S3
pass,40.5562378676674,85.68095690752479,53.66960420812978,70.79411076672781,Al Ahly,Rivals FC,M3,build-up,,Salah,successful,,head,62,39,2,13,
pass,16.498014700928522,92.56572434263927,24.21367526158118,84.78095505054111,Al Ahly,Rivals FC,M3,progression,Marwan,Marwan,successful,,head,21,45,2,29,
shot,83.10366787816598,44.34082666178205,14.715408484620639,32.96072220170954,Al Ahly,Rivals FC,M2,progression,Zizo,Salah,successful,Blocked,left foot,93,42,2,16,
duel,71.58304636078019,2.515323800512148,89.96528075139682,7.9232163944135685,Al Ahly,Rivals FC,M3,progression,Zizo,Marwan,successful,,head,67,7,2,18,S2
pass,0.47077846759228104,56.6249917231599,0.0,61.69291374432537,Zamalek,Rivals FC,M1,build-up,,Zizo,successful,,left foot,57,46,2,25,S3
pass,59.376326720669546,87.53265460467364,81.3299148296025,97.61629513507198,Al Ahly,Rivals FC,M3,build-up,Zizo,,successful,,left foot,3,40,1,27,
pass,91.64526224053618,94.58520699684614,100.0,85.13100595928088,Zamalek,Rivals FC,M1,progression,,Salah,successful,,right foot,59,12,1,18,S3
dribble,42.116235194550775,26.565882756610883,69.22368407392413,38.070187243516884,Al Ahly,Rivals FC,M2,final-third,Dieng,Zizo,successful,,right foot,17,25,2,8,
pass,68.67810061516896,81.7494576840723,100.0,69.90935293907907,Al Ahly,Rivals FC,M3,final-third,,Salah,unsuccessful,,left foot,10,12,2,7,
interception,13.155792905996922,76.095898164751,13.84021857282924,73.67107232905913,Zamalek,Rivals FC,M3,progression,,Marwan,successful,,head,7,19,2,19,S1
pass,75.35397010949976,86.35481317154378,89.34455498452343,100.0,Al Ahly,Rivals FC,M1,progression,Kahraba,,successful,,right foot,62,35,1,19,
shot,90.2090121249036,83.0830122944415,80.38718031043798,97.48985078766765,Al Ahly,Rivals FC,M1,final-third,Zizo,Salah,unsuccessful,Off Target,right foot,64,19,2,18,
dribble,58.585515791504264,65.6607848206929,62.43867666285367,78.35067174335937,Al Ahly,Rivals FC,M2,build-up,Zizo,Salah,successful,,left foot,34,58,2,19,S1
tackle,91.67348867648352,45.685318544922005,85.44008777425384,70.49197983692527,Zamalek,Rivals FC,M2,final-third,Zizo,Salah,successful,,head,26,12,2,15,
duel,55.06009319421117,40.83925014979395,54.034100924445625,53.05748459862636,Al Ahly,Rivals FC,M1,build-up,Kahraba,Zizo,successful,,left foot,20,21,1,2,
tackle,59.53868815808613,68.01516062011208,79.9371217867065,64.90133281058353,Zamalek,Rivals FC,M1,build-up,Kahraba,Marwan,successful,,head,43,6,1,14,S3
cross,1.6659104334824426,24.775781040207633,20.45891992637648,22.03317400963571,Al Ahly,Rivals FC,M3,final-third,,Zizo,successful,,left foot,73,54,1,4,
pass,82.16391693817776,57.6859410701582,100.0,48.3727516349323,Zamalek,Rivals FC,M2,progression,Zizo,Salah,unsuccessful,,right foot,79,29,1,8,S2
pass,34.41495087512428,8.972439960244039,57.67469780378277,11.642486823152412,Zamalek,Rivals FC,M1,progression,Salah,Marwan,successful,,left foot,90,4,1,10,S2
duel,69.2987227424605,29.10824938186758,89.03171149736323,20.06733869887184,Zamalek,Rivals FC,M3,build-up,Dieng,Salah,successful,,head,66,12,2,20,
pass,49.226414350996286,2.3946610846708793,52.5807638507169,0.0,Zamalek,Rivals FC,M3,build-up,,Salah,unsuccessful,,left foot,22,40,1,12,
shot,88.31145560511987,7.032315357859775,26.024095010945675,0.0,Zamalek,Rivals FC,M1,build-up,Salah,,successful,Off Target,right foot,79,50,2,16,
pass,47.84630450266909,8.004589445175924,67.13700754045847,0.0,Al Ahly,Rivals FC,M1,final-third,Marwan,Zizo,successful,,head,69,33,2,24,
shot,79.9126042447641,6.296769079246422,100.0,35.68806287810861,Al Ahly,Rivals FC,M3,final-third,Dieng,Salah,unsuccessful,Off Target,right foot,26,23,2,22,S3
pass,65.41040078153394,17.41940882331009,73.29144934076528,27.90500657168896,Al Ahly,Rivals FC,M3,build-up,Kahraba,Zizo,successful,,head,12,20,1,4,
tackle,11.256692152822867,15.005325291962833,17.927990732619676,0.0,Zamalek,Rivals FC,M2,progression,Salah,Salah,successful,,head,65,40,1,17,
pass,53.99829006926138,86.95122945360339,61.272707021153785,92.16545973150056,Zamalek,Rivals FC,M2,progression,Marwan,Zizo,successful,,right foot,58,1,2,25,S1
pass,90.35672245381868,53.77939581763109,100.0,47.07817396610103,Al Ahly,Rivals FC,M2,build-up,Salah,,successful,,right foot,52,52,2,16,
recovery,2.6092416392630047,4.753111191992043,20.270295051611342,0.0,Al Ahly,Rivals FC,M2,progression,Zizo,Salah,unsuccessful,,left foot,37,4,1,20,S1
pass,0.1411031205893032,17.648501490792988,8.717240894839419,15.062731236156342,Al Ahly,Rivals FC,M2,build-up,,Zizo,successful,,right foot,17,55,1,26,
carry,81.93937028077247,81.51165960739351,85.8740143686401,83.97991953563708,Zamalek,Rivals FC,M1,progression,Marwan,Zizo,successful,,left foot,93,19,1,6,
pass,59.28928185390938,62.607990936622585,75.65975898674004,69.42127849591928,Al Ahly,Rivals FC,M1,build-up,Dieng,Salah,successful,,right foot,48,34,2,7,S2
pass,75.1124339212154,30.162446028317103,69.6608308889939,43.229533972888234,Al Ahly,Rivals FC,M2,final-third,Marwan,Zizo,successful,,right foot,5,48,2,27,
pass,32.325419224296084,1.4511677001724954,41.871501800831794,0.0,Zamalek,Rivals FC,M1,build-up,Zizo,Salah,unsuccessful,,head,51,43,2,21,S2
interception,56.33778438328775,37.07772892286433,62.366128375901866,36.44399135277049,Zamalek,Rivals FC,M3,progression,,Salah,successful,,left foot,85,44,2,21,S3
recovery,14.899234095555213,32.39268882590838,20.78716828911891,40.26907629536946,Al Ahly,Rivals FC,M3,build-up,Kahraba,,successful,,head,14,34,2,21,S1
pass,11.69717711360041,28.64885402975036,25.71181813042707,35.07075007516848,Zamalek,Rivals FC,M1,build-up,,Salah,unsuccessful,,left foot,27,53,1,26,S1
shot,84.25485812614916,96.35201025402907,71.51528458545107,100.0,Al Ahly,Rivals FC,M2,build-up,Zizo,Marwan,successful,Saved,left foot,49,49,2,18,
recovery,85.0837509955604,82.42264972488235,100.0,83.58484449692821,Zamalek,Rivals FC,M1,progression,Dieng,Salah,successful,,head,61,4,1,25,S1
recovery,54.25659204244007,77.3950686580553,67.2919525776156,92.05381682364394,Al Ahly,Rivals FC,M3,final-third,Kahraba,Marwan,unsuccessful,,left foot,57,0,2,19,S1
pass,1.6701590007587974,58.765120197447494,20.84216028716607,43.81766898097541,Al Ahly,Rivals FC,M3,build-up,Dieng,Zizo,successful,,right foot,58,57,2,26,
pass,0.33770025058895703,84.56393585832622,4.045956220533403,66.83986018209889,Al Ahly,Rivals FC,M2,progression,Dieng,Zizo,successful,,head,19,22,2,3,S2
tackle,76.098031912083,88.30329913778814,71.04879506541721,100.0,Al Ahly,Rivals FC,M3,final-third,Zizo,Marwan,successful,,head,79,1,2,24,
pass,36.469428123194625,57.99362528321757,60.268020718944854,63.04613057267836,Al Ahly,Rivals FC,M3,build-up,,Zizo,successful,,right foot,13,51,2,24,S1
recovery,19.745327665546665,41.026796235205666,52.00695148784938,54.29586353508273,Al Ahly,Rivals FC,M3,progression,Kahraba,Marwan,successful,,right foot,55,40,2,21,S3
dribble,25.848939620394905,27.685337677286327,27.62761025015238,30.472112859795743,Al Ahly,Rivals FC,M1,final-third,Kahraba,Salah,successful,,left foot,31,29,1,6,
interception,92.23260337287925,53.61132756676413,100.0,49.38851818028342,Al Ahly,Rivals FC,M3,build-up,Zizo,Salah,unsuccessful,,right foot,93,30,1,23,S1
pass,47.97015610275436,20.654268135598585,71.51446895208511,15.34486627851319,Zamalek,Rivals FC,M3,final-third,,Salah,successful,,head,56,50,2,2,
tackle,13.81757396503116,19.03641827017941,26.897682606053632,20.856687910449416,Zamalek,Rivals FC,M3,progression,,,successful,,right foot,12,35,2,3,S1
interception,18.05899211809824,81.17447808716082,5.506364530335613,75.76124767507609,Al Ahly,Rivals FC,M1,build-up,Dieng,Marwan,successful,,right foot,2,9,2,16,
pass,6.1957963343411855,12.590632501302535,28.729337169714103,11.963465913180567,Al Ahly,Rivals FC,M2,progression,,Salah,successful,,left foot,69,21,2,29,S2
duel,94.68701989489792,29.898920937430606,100.0,29.14922787222073,Zamalek,Rivals FC,M3,final-third,Zizo,,successful,,right foot,77,22,2,26,
pass,45.64486919403875,90.49098310509311,65.25887443919157,100.0,Al Ahly,Rivals FC,M3,build-up,Kahraba,Zizo,successful,,right foot,39,21,2,23,S3
interception,45.00532390263435,70.58749570125875,47.22212983223652,80.2832051118196,Zamalek,Rivals FC,M3,build-up,Zizo,Marwan,successful,,right foot,4,24,2,6,
pass,5.886724814134958,60.03367486588337,27.124266761889757,79.29887109836133,Zamalek,Rivals FC,M2,build-up,Marwan,Salah,successful,,right foot,11,14,2,23,
duel,27.581118730484878,7.038100280992088,50.42790636271997,0.0,Al Ahly,Rivals FC,M3,final-third,Marwan,Marwan,unsuccessful,,head,36,12,1,5,S1
recovery,81.11301949726956,7.632621596469802,85.8370478294771,7.523049415586484,Al Ahly,Rivals FC,M2,final-third,,Marwan,successful,,right foot,36,8,2,15,S1
pass,84.381464021882,6.321965351479997,100.0,18.12364040896582,Al Ahly,Rivals FC,M1,build-up,Salah,Zizo,successful,,head,71,51,2,24,S2
clearance,44.845851357728314,16.327435799500478,50.461735341458805,20.928073960921058,Zamalek,Rivals FC,M1,final-third,Salah,,successful,,right foot,34,29,2,20,S3
pass,28.014759677474455,17.409493107403883,34.98576985128575,0.0,Al Ahly,Rivals FC,M1,build-up,,Marwan,unsuccessful,,left foot,77,37,2,11,S1
pass,95.79626761214341,9.873298690556076,98.61649358227466,14.68510640232601,Al Ahly,Rivals FC,M1,final-third,,Marwan,successful,,left foot,59,39,2,18,S3
carry,32.27680329196584,8.39174130416529,39.978223433515254,8.830953968926657,Al Ahly,Rivals FC,M2,progression,,Marwan,successful,,head,87,4,1,14,S2
pass,27.333166489722338,93.68595894597988,32.52174782899571,88.61769287676425,Zamalek,Rivals FC,M1,final-third,Salah,Marwan,unsuccessful,,right foot,33,38,2,12,S1
shot,96.05495587345094,96.44345703312057,38.50488055377987,92.10259641176748,Al Ahly,Rivals FC,M3,final-third,Salah,Marwan,successful,Blocked,left foot,19,43,1,3,S3
pass,49.131127565483254,67.05383186966358,58.96556744849801,59.143260718898944,Zamalek,Rivals FC,M2,build-up,,,unsuccessful,,head,21,13,1,16,S2
dribble,84.06855181317823,72.54106045803616,84.64450139166362,86.9964072049346,Zamalek,Rivals FC,M2,progression,,Zizo,successful,,left foot,92,20,2,21,
recovery,51.96035478499063,31.030060082918443,78.21200619106833,39.85584765450908,Al Ahly,Rivals FC,M1,progression,Salah,,unsuccessful,,left foot,63,21,1,5,S2
tackle,82.21666759711954,43.304676606026526,99.96803557570216,46.5525481914272,Zamalek,Rivals FC,M1,build-up,Zizo,,unsuccessful,,left foot,29,54,1,22,S1
pass,32.39457987488832,36.958604824371974,54.744642110265985,50.96319914257796,Al Ahly,Rivals FC,M1,build-up,Marwan,Zizo,successful,,left foot,9,15,1,20,S3
pass,68.62680422352408,66.7371938455138,80.1493132982615,78.60670296760702,Al Ahly,Rivals FC,M1,final-third,Zizo,,unsuccessful,,left foot,42,55,2,15,S3
cross,17.599441866312347,23.62224411271725,36.96304239851845,14.699979099015618,Al Ahly,Rivals FC,M1,final-third,Kahraba,Marwan,unsuccessful,,left foot,53,54,2,27,S3
shot,81.91261081389545,28.053583403103477,56.997021067410856,16.454972336631716,Zamalek,Rivals FC,M2,final-third,Marwan,Salah,successful,Goal,head,31,10,2,8,S2
tackle,30.824453191617952,12.965995732529024,33.225350468363445,1.8959828073020013,Zamalek,Rivals FC,M1,final-third,Dieng,,unsuccessful,,head,20,28,2,8,S2
cross,30.027277033637734,63.985987823796066,43.3452298606084,73.79639049962876,Al Ahly,Rivals FC,M2,final-third,Dieng,Salah,successful,,right foot,35,50,1,25,
carry,75.93085535792343,94.81928909443853,89.64831151792299,95.57203671053749,Al Ahly,Rivals FC,M1,build-up,Marwan,Marwan,successful,,head,28,21,1,27,S1
pass,21.71189337788231,64.6006508073644,35.351017638721345,79.9406524063754,Zamalek,Rivals FC,M1,build-up,Marwan,Marwan,successful,,left foot,26,21,1,12,S3
duel,50.464289682142734,14.293416748129207,71.3621176683613,21.51954778085828,Al Ahly,Rivals FC,M2,progression,Dieng,Marwan,successful,,head,68,25,2,9,
dribble,36.31033525708681,23.00777241308014,30.767302051365878,21.700563558664577,Zamalek,Rivals FC,M1,final-third,Salah,,successful,,left foot,90,29,1,25,S1
pass,88.51889405981376,61.16705825039419,100.0,47.39816827587599,Al Ahly,Rivals FC,M2,build-up,Marwan,,unsuccessful,,left foot,28,48,1,5,
pass,22.937316798891814,55.224793663090665,27.021740028612765,53.24518544372885,Al Ahly,Rivals FC,M1,final-third,Kahraba,Salah,unsuccessful,,head,23,56,2,4,
pass,34.79336824807929,38.006640892055344,44.2027386884331,65.53385637191633,Al Ahly,Rivals FC,M3,build-up,Kahraba,Salah,successful,,left foot,52,10,2,19,S2
carry,70.962052577973,0.20865709071534733,87.85057590088775,0.0,Al Ahly,Rivals FC,M2,progression,Dieng,,successful,,left foot,87,34,2,11,
pass,29.5416902167708,12.104877122651303,42.53512551249108,3.5711017500962967,Al Ahly,Rivals FC,M3,progression,Dieng,Salah,unsuccessful,,left foot,14,49,1,26,
